Date,District_Name,Neighborhood_Name,Sensus_Area,Population
2016-01-01,Sants-Montjuïc,la Bordeta,3067,1725
2016-01-01,Sants-Montjuïc,la Bordeta,3068,1150
2016-01-01,Sants-Montjuïc,la Bordeta,3069,1172
2016-01-01,Sants-Montjuïc,Sants - Badal,3070,1288
2016-01-01,Sants-Montjuïc,Sants - Badal,3071,1297
2016-01-01,Sants-Montjuïc,Sants - Badal,3072,1376
2016-01-01,Sants-Montjuïc,Sants - Badal,3073,1563
2016-01-01,Sants-Montjuïc,Sants - Badal,3074,1791
2016-01-01,Sants-Montjuïc,Sants - Badal,3075,1626
2016-01-01,Sants-Montjuïc,Sants - Badal,3076,1018
2016-01-01,Sants-Montjuïc,Sants - Badal,3077,1283
2016-01-01,Sants-Montjuïc,Sants - Badal,3078,1672
2016-01-01,Sants-Montjuïc,Sants - Badal,3079,1823
2016-01-01,Sants-Montjuïc,Sants - Badal,3080,1538
2016-01-01,Sants-Montjuïc,Sants - Badal,3081,1868
2016-01-01,Sants-Montjuïc,Sants - Badal,3082,1803
2016-01-01,Sants-Montjuïc,Sants - Badal,3083,1347
2016-01-01,Sants-Montjuïc,Sants - Badal,3084,1436
2016-01-01,Sants-Montjuïc,Sants - Badal,3085,1206
2016-01-01,Sants-Montjuïc,Sants,3086,1260
2016-01-01,Sants-Montjuïc,Sants,3087,1499
2016-01-01,Sants-Montjuïc,Sants,3088,1433
2016-01-01,Sants-Montjuïc,Sants,3089,1199
2016-01-01,Sants-Montjuïc,Sants,3090,1051
2016-01-01,Sants-Montjuïc,Sants,3091,1430
2016-01-01,Sants-Montjuïc,Sants,3092,1275
2016-01-01,Sants-Montjuïc,Sants,3093,1540
2016-01-01,Sants-Montjuïc,Sants,3094,1143
2016-01-01,Sants-Montjuïc,Sants,3095,1632
2016-01-01,Sants-Montjuïc,Sants,3096,1514
2016-01-01,Sants-Montjuïc,Sants,3097,1651
2016-01-01,Sants-Montjuïc,Sants,3098,1367
2016-01-01,Sants-Montjuïc,Sants,3099,1008
2016-01-01,Sants-Montjuïc,Sants,3100,1237
2016-01-01,Sants-Montjuïc,Sants,3101,1815
2016-01-01,Sants-Montjuïc,Sants,3102,1326
2016-01-01,Sants-Montjuïc,Sants,3103,1193
2016-01-01,Sants-Montjuïc,Sants,3104,1455
2016-01-01,Sants-Montjuïc,Sants,3105,1181
2016-01-01,Sants-Montjuïc,Sants,3106,1243
2016-01-01,Sants-Montjuïc,Sants,3107,1510
2016-01-01,Sants-Montjuïc,Sants,3108,1582
2016-01-01,Sants-Montjuïc,Sants,3109,1495
2016-01-01,Sants-Montjuïc,Sants,3110,1538
2016-01-01,Sants-Montjuïc,Sants,3111,1304
2016-01-01,Sants-Montjuïc,Sants,3112,1879
2016-01-01,Sants-Montjuïc,Sants,3113,1627
2016-01-01,Sants-Montjuïc,Sants,3114,1444
2016-01-01,Les Corts,les Corts,4001,1256
2016-01-01,Les Corts,les Corts,4002,1925
2016-01-01,Les Corts,les Corts,4003,1096
2016-01-01,Les Corts,les Corts,4004,1012
2016-01-01,Les Corts,les Corts,4005,1240
2016-01-01,Les Corts,les Corts,4006,1144
2016-01-01,Les Corts,les Corts,4007,1066
2016-01-01,Les Corts,les Corts,4008,996
2016-01-01,Les Corts,les Corts,4009,1408
2016-01-01,Les Corts,les Corts,4010,944
2016-01-01,Les Corts,les Corts,4011,1660
2016-01-01,Les Corts,les Corts,4012,1402
2016-01-01,Les Corts,les Corts,4013,1253
2016-01-01,Les Corts,les Corts,4014,826
2016-01-01,Les Corts,les Corts,4015,1885
2016-01-01,Les Corts,les Corts,4016,1081
2016-01-01,Les Corts,les Corts,4017,1110
2016-01-01,Les Corts,les Corts,4018,1520
2016-01-01,Les Corts,les Corts,4019,1309
2016-01-01,Les Corts,les Corts,4020,1438
2016-01-01,Les Corts,les Corts,4021,1267
2016-01-01,Les Corts,les Corts,4022,1557
2016-01-01,Les Corts,les Corts,4023,1097
2016-01-01,Les Corts,les Corts,4024,1062
2016-01-01,Les Corts,les Corts,4025,1173
2016-01-01,Les Corts,les Corts,4026,1370
2016-01-01,Les Corts,les Corts,4027,1173
2016-01-01,Les Corts,les Corts,4028,1365
2016-01-01,Les Corts,les Corts,4029,1171
2016-01-01,Les Corts,les Corts,4030,1735
2016-01-01,Les Corts,les Corts,4031,1848
2016-01-01,Les Corts,les Corts,4032,1539
2016-01-01,Les Corts,les Corts,4033,1168
2016-01-01,Les Corts,les Corts,4034,1480
2016-01-01,Les Corts,les Corts,4035,1400
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4036,1716
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4037,2102
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4038,1291
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4039,1232
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4040,1588
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4041,1313
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4042,1721
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4043,1660
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4044,1606
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4045,1408
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4046,2475
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4047,1695
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4048,1532
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4049,1164
2016-01-01,Les Corts,la Maternitat i Sant Ramon,4084,1365
2016-01-01,Les Corts,Pedralbes,4050,2080
2016-01-01,Les Corts,Pedralbes,4051,1612
2016-01-01,Les Corts,Pedralbes,4052,2134
2016-01-01,Les Corts,Pedralbes,4053,1609
2016-01-01,Les Corts,Pedralbes,4054,1091
2016-01-01,Les Corts,Pedralbes,4055,1571
2016-01-01,Les Corts,Pedralbes,4056,1767
2016-01-01,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",5001,1694
2016-01-01,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",5002,1581
2016-01-01,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",5003,1366
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5004,1121
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5005,1145
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5006,1772
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5007,1639
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5008,1611
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5009,1714
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5010,1656
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5011,1412
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5012,1400
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5013,1711
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5014,1710
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5015,1572
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5016,1870
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5017,1590
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5018,1198
2016-01-01,Sarrià-Sant Gervasi,Sarrià,5019,1689
2016-01-01,Sarrià-Sant Gervasi,les Tres Torres,5020,1115
2016-01-01,Sarrià-Sant Gervasi,les Tres Torres,5021,1311
2016-01-01,Sarrià-Sant Gervasi,les Tres Torres,5022,1758
2016-01-01,Sarrià-Sant Gervasi,les Tres Torres,5023,1474
2016-01-01,Sarrià-Sant Gervasi,les Tres Torres,5024,1902
2016-01-01,Sarrià-Sant Gervasi,les Tres Torres,5025,1356
2016-01-01,Sarrià-Sant Gervasi,les Tres Torres,5026,1422
2016-01-01,Sarrià-Sant Gervasi,les Tres Torres,5027,1383
2016-01-01,Sarrià-Sant Gervasi,les Tres Torres,5028,1582
2016-01-01,Sarrià-Sant Gervasi,les Tres Torres,5029,1720
2016-01-01,Sarrià-Sant Gervasi,les Tres Torres,5030,1463
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5031,1633
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5032,1789
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5033,1367
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5034,1208
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5035,1109
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5036,1730
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5037,1425
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5038,1278
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5039,1538
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5040,1443
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5041,1921
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5042,1223
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5043,1452
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5044,1303
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5045,1580
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5046,1175
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5047,1288
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5048,1299
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5049,1665
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5050,1670
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5051,1651
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5052,1524
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5053,1504
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5054,1028
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5055,1425
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5056,1212
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5057,1706
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5058,1601
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5059,1628
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5060,1128
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5061,1450
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5062,1566
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5063,1580
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5064,1591
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5065,1648
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5066,1203
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5067,1291
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5068,1526
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5069,1699
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5070,1456
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5071,1586
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5072,1644
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5073,1603
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5074,1699
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5075,1764
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5076,1336
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5077,1469
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5078,2065
2016-01-01,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,5079,1238
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5080,1367
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5081,1605
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5082,1658
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5083,1297
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5084,1339
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5085,1309
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5086,1339
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5087,1537
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5088,1724
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5089,1708
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5090,1881
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5091,1531
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5092,1495
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5093,1153
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5094,2591
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5095,1614
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5096,1084
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5097,1599
2016-01-01,Sarrià-Sant Gervasi,el Putxet i el Farró,5098,1487
2016-01-01,Gràcia,Vallcarca i els Penitents,6001,1147
2016-01-01,Gràcia,Vallcarca i els Penitents,6002,1455
2016-01-01,Gràcia,Vallcarca i els Penitents,6003,2228
2016-01-01,Gràcia,Vallcarca i els Penitents,6004,1464
2016-01-01,Gràcia,Vallcarca i els Penitents,6006,1009
2016-01-01,Gràcia,Vallcarca i els Penitents,6007,1828
2016-01-01,Gràcia,Vallcarca i els Penitents,6008,1886
2016-01-01,Gràcia,Vallcarca i els Penitents,6009,1235
2016-01-01,Gràcia,Vallcarca i els Penitents,6010,1028
2016-01-01,Gràcia,Vallcarca i els Penitents,6011,1246
2016-01-01,Gràcia,Vallcarca i els Penitents,6012,1103
2016-01-01,Gràcia,el Coll,6013,1721
2016-01-01,Gràcia,el Coll,6014,1347
2016-01-01,Gràcia,el Coll,6015,1391
2016-01-01,Gràcia,el Coll,6016,1608
2016-01-01,Gràcia,el Coll,6017,1324
2016-01-01,Gràcia,la Salut,6018,1278
2016-01-01,Gràcia,la Salut,6019,1513
2016-01-01,Gràcia,la Salut,6020,1125
2016-01-01,Gràcia,la Salut,6021,1356
2016-01-01,Gràcia,la Salut,6022,1342
2016-01-01,Gràcia,la Salut,6023,1316
2016-01-01,Gràcia,la Salut,6024,1583
2016-01-01,Gràcia,la Salut,6025,1413
2016-01-01,Gràcia,la Salut,6026,1019
2016-01-01,Gràcia,la Salut,6027,1178
2016-01-01,Gràcia,la Vila de Gràcia,6028,1327
2016-01-01,Gràcia,la Vila de Gràcia,6029,1244
2016-01-01,Gràcia,la Vila de Gràcia,6030,1353
2016-01-01,Gràcia,la Vila de Gràcia,6031,1089
2016-01-01,Gràcia,la Vila de Gràcia,6032,1168
2016-01-01,Gràcia,la Vila de Gràcia,6033,1298
2016-01-01,Gràcia,la Vila de Gràcia,6034,1272
2016-01-01,Gràcia,la Vila de Gràcia,6035,1021
2016-01-01,Gràcia,la Vila de Gràcia,6036,1384
2016-01-01,Gràcia,la Vila de Gràcia,6037,1107
2016-01-01,Gràcia,la Vila de Gràcia,6038,1489
2016-01-01,Gràcia,la Vila de Gràcia,6039,1591
2016-01-01,Gràcia,la Vila de Gràcia,6040,1648
2016-01-01,Gràcia,la Vila de Gràcia,6041,1690
2016-01-01,Gràcia,la Vila de Gràcia,6042,1743
2016-01-01,Gràcia,la Vila de Gràcia,6043,1262
2016-01-01,Gràcia,la Vila de Gràcia,6044,1440
2016-01-01,Gràcia,la Vila de Gràcia,6045,1319
2016-01-01,Gràcia,la Vila de Gràcia,6046,1132
2016-01-01,Gràcia,la Vila de Gràcia,6047,1811
2016-01-01,Gràcia,la Vila de Gràcia,6048,1421
2016-01-01,Gràcia,la Vila de Gràcia,6049,1128
2016-01-01,Gràcia,la Vila de Gràcia,6050,1235
2016-01-01,Gràcia,la Vila de Gràcia,6051,1321
2016-01-01,Gràcia,la Vila de Gràcia,6052,1566
2016-01-01,Gràcia,la Vila de Gràcia,6053,1482
2016-01-01,Gràcia,la Vila de Gràcia,6054,1643
2016-01-01,Gràcia,la Vila de Gràcia,6055,1413
2016-01-01,Gràcia,la Vila de Gràcia,6056,1559
2016-01-01,Gràcia,la Vila de Gràcia,6057,1513
2016-01-01,Gràcia,la Vila de Gràcia,6058,1628
2016-01-01,Gràcia,la Vila de Gràcia,6059,1453
2016-01-01,Gràcia,la Vila de Gràcia,6060,1784
2016-01-01,Gràcia,la Vila de Gràcia,6061,1308
2016-01-01,Gràcia,la Vila de Gràcia,6062,1322
2016-01-01,Gràcia,la Vila de Gràcia,6063,1506
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6064,1922
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6065,1187
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6066,974
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6067,1790
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6068,1494
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6069,1097
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6070,1871
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6071,1076
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6072,1600
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6073,1403
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6074,1131
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6075,1082
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6076,1282
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6077,1189
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6078,1303
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6079,1146
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6080,1163
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6081,1274
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6082,1784
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6083,1732
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6084,1465
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6085,1240
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6086,971
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6087,1884
2016-01-01,Gràcia,el Camp d'en Grassot i Gràcia Nova,6088,1215
2016-01-01,Horta-Guinardó,el Baix Guinardó,7001,1582
2016-01-01,Horta-Guinardó,el Baix Guinardó,7002,1144
2016-01-01,Horta-Guinardó,el Baix Guinardó,7003,1299
2016-01-01,Horta-Guinardó,el Baix Guinardó,7004,1521
2016-01-01,Horta-Guinardó,el Baix Guinardó,7005,1453
2016-01-01,Horta-Guinardó,el Baix Guinardó,7006,948
2016-01-01,Horta-Guinardó,el Baix Guinardó,7007,1424
2016-01-01,Horta-Guinardó,el Baix Guinardó,7008,1395
2016-01-01,Horta-Guinardó,el Baix Guinardó,7009,1178
2016-01-01,Horta-Guinardó,el Baix Guinardó,7010,1338
2016-01-01,Horta-Guinardó,el Baix Guinardó,7011,1123
2016-01-01,Horta-Guinardó,el Baix Guinardó,7012,1579
2016-01-01,Horta-Guinardó,el Baix Guinardó,7013,1205
2016-01-01,Horta-Guinardó,el Baix Guinardó,7014,907
2016-01-01,Horta-Guinardó,el Baix Guinardó,7015,1383
2016-01-01,Horta-Guinardó,el Baix Guinardó,7016,1326
2016-01-01,Horta-Guinardó,el Baix Guinardó,7017,1646
2016-01-01,Horta-Guinardó,el Baix Guinardó,7018,1646
2016-01-01,Horta-Guinardó,el Baix Guinardó,7019,1466
2016-01-01,Horta-Guinardó,Can Baró,7020,1588
2016-01-01,Horta-Guinardó,Can Baró,7021,1027
2016-01-01,Horta-Guinardó,Can Baró,7022,1142
2016-01-01,Horta-Guinardó,Can Baró,7023,1317
2016-01-01,Horta-Guinardó,Can Baró,7024,1434
2016-01-01,Horta-Guinardó,Can Baró,7025,1407
2016-01-01,Horta-Guinardó,Can Baró,7026,1054
2016-01-01,Horta-Guinardó,el Guinardó,7027,1973
2016-01-01,Horta-Guinardó,el Guinardó,7028,1472
2016-01-01,Horta-Guinardó,el Guinardó,7029,1289
2016-01-01,Horta-Guinardó,el Guinardó,7030,1370
2016-01-01,Horta-Guinardó,el Guinardó,7031,1545
2016-01-01,Horta-Guinardó,el Guinardó,7032,1349
2016-01-01,Horta-Guinardó,el Guinardó,7033,1382
2016-01-01,Horta-Guinardó,el Guinardó,7034,1676
2016-01-01,Horta-Guinardó,el Guinardó,7035,1744
2016-01-01,Horta-Guinardó,el Guinardó,7036,1358
2016-01-01,Horta-Guinardó,el Guinardó,7037,1474
2016-01-01,Horta-Guinardó,el Guinardó,7038,1320
2016-01-01,Horta-Guinardó,el Guinardó,7039,1560
2016-01-01,Horta-Guinardó,el Guinardó,7040,1471
2016-01-01,Horta-Guinardó,el Guinardó,7041,1332
2016-01-01,Horta-Guinardó,el Guinardó,7042,1546
2016-01-01,Horta-Guinardó,el Guinardó,7043,1370
2016-01-01,Horta-Guinardó,el Guinardó,7044,1298
2016-01-01,Horta-Guinardó,el Guinardó,7045,1482
2016-01-01,Horta-Guinardó,el Guinardó,7046,1416
2016-01-01,Horta-Guinardó,el Guinardó,7047,1426
2016-01-01,Horta-Guinardó,el Guinardó,7048,1215
2016-01-01,Horta-Guinardó,el Guinardó,7049,1229
2016-01-01,Horta-Guinardó,el Guinardó,7050,1137
2016-01-01,Horta-Guinardó,el Guinardó,7051,1742
2016-01-01,Horta-Guinardó,la Font d'en Fargues,7052,1221
2016-01-01,Horta-Guinardó,la Font d'en Fargues,7053,1463
2016-01-01,Horta-Guinardó,la Font d'en Fargues,7054,1540
2016-01-01,Horta-Guinardó,la Font d'en Fargues,7055,1183
2016-01-01,Horta-Guinardó,la Font d'en Fargues,7056,1166
2016-01-01,Horta-Guinardó,la Font d'en Fargues,7057,1451
2016-01-01,Horta-Guinardó,la Font d'en Fargues,7058,1378
2016-01-01,Horta-Guinardó,el Carmel,7059,1288
2016-01-01,Horta-Guinardó,el Carmel,7060,1827
2016-01-01,Horta-Guinardó,el Carmel,7061,1205
2016-01-01,Horta-Guinardó,el Carmel,7062,1286
2016-01-01,Horta-Guinardó,el Carmel,7063,1438
2016-01-01,Horta-Guinardó,el Carmel,7064,1636
2016-01-01,Horta-Guinardó,el Carmel,7065,1605
2016-01-01,Horta-Guinardó,el Carmel,7066,1748
2016-01-01,Horta-Guinardó,el Carmel,7067,1484
2016-01-01,Horta-Guinardó,el Carmel,7068,1217
2016-01-01,Horta-Guinardó,el Carmel,7069,1452
2016-01-01,Horta-Guinardó,el Carmel,7070,1355
2016-01-01,Horta-Guinardó,el Carmel,7071,1319
2016-01-01,Horta-Guinardó,el Carmel,7072,1367
2016-01-01,Horta-Guinardó,el Carmel,7073,1071
2016-01-01,Horta-Guinardó,el Carmel,7074,1711
2016-01-01,Horta-Guinardó,el Carmel,7075,1236
2016-01-01,Horta-Guinardó,el Carmel,7076,1328
2016-01-01,Horta-Guinardó,el Carmel,7077,1324
2016-01-01,Horta-Guinardó,el Carmel,7078,1327
2016-01-01,Horta-Guinardó,el Carmel,7079,1367
2016-01-01,Horta-Guinardó,el Carmel,7080,1786
2016-01-01,Horta-Guinardó,la Teixonera,7081,1931
2016-01-01,Horta-Guinardó,la Teixonera,7082,1253
2016-01-01,Horta-Guinardó,la Teixonera,7083,1238
2016-01-01,Horta-Guinardó,la Teixonera,7084,1292
2016-01-01,Horta-Guinardó,la Teixonera,7085,1276
2016-01-01,Horta-Guinardó,la Teixonera,7086,1429
2016-01-01,Horta-Guinardó,la Teixonera,7087,1553
2016-01-01,Horta-Guinardó,la Teixonera,7088,1309
2016-01-01,Horta-Guinardó,Sant Genís dels Agudells,7089,1312
2016-01-01,Horta-Guinardó,Sant Genís dels Agudells,7090,1385
2016-01-01,Horta-Guinardó,Sant Genís dels Agudells,7091,1136
2016-01-01,Horta-Guinardó,Sant Genís dels Agudells,7092,1317
2016-01-01,Horta-Guinardó,Sant Genís dels Agudells,7093,1545
2016-01-01,Horta-Guinardó,Montbau,7094,1244
2016-01-01,Horta-Guinardó,Montbau,7095,1504
2016-01-01,Horta-Guinardó,Montbau,7096,1381
2016-01-01,Horta-Guinardó,Montbau,7097,924
2016-01-01,Horta-Guinardó,la Vall d'Hebron,7098,2064
2016-01-01,Horta-Guinardó,la Vall d'Hebron,7099,1082
2016-01-01,Horta-Guinardó,la Vall d'Hebron,7100,1179
2016-01-01,Horta-Guinardó,la Vall d'Hebron,7101,1362
2016-01-01,Horta-Guinardó,la Clota,7102,590
2016-01-01,Horta-Guinardó,Horta,7103,1436
2016-01-01,Horta-Guinardó,Horta,7104,1572
2016-01-01,Horta-Guinardó,Horta,7105,1085
2016-01-01,Horta-Guinardó,Horta,7106,1152
2016-01-01,Horta-Guinardó,Horta,7107,1254
2016-01-01,Horta-Guinardó,Horta,7108,1211
2016-01-01,Horta-Guinardó,Horta,7109,1621
2016-01-01,Horta-Guinardó,Horta,7110,1045
2016-01-01,Horta-Guinardó,Horta,7111,879
2016-01-01,Horta-Guinardó,Horta,7112,1242
2016-01-01,Horta-Guinardó,Horta,7113,1198
2016-01-01,Horta-Guinardó,Horta,7114,1185
2016-01-01,Horta-Guinardó,Horta,7115,1162
2016-01-01,Horta-Guinardó,Horta,7116,1460
2016-01-01,Horta-Guinardó,Horta,7117,1597
2016-01-01,Horta-Guinardó,Horta,7118,1236
2016-01-01,Horta-Guinardó,Horta,7119,1170
2016-01-01,Horta-Guinardó,Horta,7120,1201
2016-01-01,Horta-Guinardó,Horta,7121,1183
2016-01-01,Horta-Guinardó,Horta,7122,1329
2016-01-01,Horta-Guinardó,Horta,7123,1379
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8001,1292
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8002,1265
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8003,1220
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8004,1407
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8005,1151
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8006,1472
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8007,1186
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8008,1579
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8009,1665
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8010,1126
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8011,1189
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8012,1327
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8013,1201
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8014,1173
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8015,1386
2016-01-01,Nou Barris,Vilapicina i la Torre Llobeta,8016,1149
